canonical_smiles	IC50	CID
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccnc(OC)c4)n3)cc2)c1	25.0	136213561.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(N)c4c(C(F)(F)F)n3)cc2)c1	2.4	136213474.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3ccc4c(N)n[nH]c4c3)cc2)c1	26.0	118987695.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3cnc4c(C)n[nH]c4n3)cc2)c1	2.0	71537836.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3cnc4c(N)n[nH]c4n3)cc2)c1	18.0	71537838.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(C)c4c(N)n[nH]c4n3)cc2)c1	1.5	136213393.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(C)c4cn[nH]c4n3)cc2)c1	1.8	136213414.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(N4CC(CO)C4)c4cn[nH]c4n3)cc2)c1	14.0	136213135.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(O)c4cn[nH]c4n3)cc2)c1	46.0	136213150.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC)c4c(N)n[nH]c4n3)cc2)c1	1.5	136213170.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC)c4cn[nH]c4n3)cc2)c1	10.0	136213163.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCC(O)CC4)c4c(C)n[nH]c4n3)cc2)c1	1.7	136213127.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCC(O)CC4)c4cn[nH]c4n3)cc2)c1	2.2	136213115.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCCNC4)c4c(C)n[nH]c4n3)cc2)c1	4.5	136213297.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(C(C)C)CC4)c4c(C)n[nH]c4n3)cc2)c1	4.8	136213316.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(CC(F)(F)F)CC4)c4c(C)n[nH]c4n3)cc2)c1	860.0	136213349.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(CCF)CC4)c4c(C)n[nH]c4n3)cc2)c1	4.9	136213314.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4(F)F)c4c(C)n[nH]c4n3)cc2)c1	1.5	136213260.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4(F)F)c4cn[nH]c4n3)cc2)c1	3.7	136213248.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4)c4cn[nH]c4n3)cc2)c1	1.5	136213228.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4F)c4c(C)n[nH]c4n3)cc2)c1	2.3	136213284.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(C)C)c4c(N)n[nH]c4n3)cc2)c1	27.0	136213306.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(CO)CO)c4c(C)n[nH]c4n3)cc2)c1	2.7	136213325.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(F)(F)CN)c4c(C)n[nH]c4n3)cc2)c1	3.8	136213329.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(F)(F)F)c4c(N)n[nH]c4n3)cc2)c1	2.3	136213202.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(F)(F)F)c4cn[nH]c4n3)cc2)c1	6.1	136213178.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4(CN)COC4)c4cn[nH]c4n3)cc2)c1	0.85	136213236.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4CNC4)c4cn[nH]c4n3)cc2)c1	1.5	136213174.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4CNCCO4)c4c(C)n[nH]c4n3)cc2)c1	3.3	136213271.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4CNCCO4)c4cn[nH]c4n3)cc2)c1	7.1	136213286.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCCC(N)=O)c4cn[nH]c4n3)cc2)c1	2.3	136213142.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCCCC(N)=O)c4cn[nH]c4n3)cc2)c1	3.0	136213138.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCCCN)c4c(C)n[nH]c4n3)cc2)c1	1.5	136213218.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OCCCN)c4cn[nH]c4n3)cc2)c1	1.5	136213210.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(O[C@@H]4CCC(O)C4)c4cn[nH]c4n3)cc2)c1	1.5	136213116.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3ncc4c(C)n[nH]c4n3)cc2F)c1	1.4	90421653.0
COc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3ncc4c(N)n[nH]c4n3)cc2)c1	1.5	136213388.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OC4CC(C)(C)N(C)C(C)(C)C4)n3)cc2)c1	1.8	136213524.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OC4CC(C)(C)NC(C)(C)C4)n3)cc2)c1	4.6	136213521.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OC4CCN(C(C)=O)CC4)n3)cc2)c1	5.8	136213549.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OC4CCN(C5CCC5)CC4)n3)cc2)c1	2.2	136213533.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OCC4CN(C(C)C)C4)n3)cc2)c1	5.7	136213486.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OCCC(=O)N(C)C)n3)cc2)c1	6.5	136213583.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccc(N(C)C)nc4)n3)cc2)c1	10.0	136213589.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccc(N)nc4)n3)cc2)c1	2.3	136213569.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccc(O)nc4)n3)cc2)c1	2.5	136213492.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccc(OC)nc4)n3)cc2)c1	30.0	136213544.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccnc(OC)c4)n3)cc2)c1	7.0	136213556.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cnc4c(N)n[nH]c4n3)cc2)c1	3.0	71534721.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(C4CC4)c4cn[nH]c4n3)cc2)c1	1.5	136213167.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(CCCCl)c4cn[nH]c4n3)cc2)c1	17.0	136213168.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC)c4c(N)n[nH]c4n3)cc2)c1	1.5	136213171.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC)c4cn[nH]c4n3)cc2)c1	3.5	136213164.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCC(O)CC4)c4c(C)n[nH]c4n3)cc2)c1	1.5	118720599.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCC(O)CC4)c4cn[nH]c4n3)cc2)c1	1.5	136213156.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCCNC4)c4c(C)n[nH]c4n3)cc2)c1	3.5	136213275.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCCNC4)c4cn[nH]c4n3)cc2)c1	2.1	136213254.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(C(C)C)CC4)c4c(C)n[nH]c4n3)cc2)c1	3.6	136213324.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(C)CC4)c4cn[nH]c4n3)cc2)c1	3.0	136213252.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(CC(F)(F)F)CC4)c4c(C)n[nH]c4n3)cc2)c1	80.0	136213352.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(CCF)CC4)c4c(C)n[nH]c4n3)cc2)c1	3.4	136213317.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4(F)F)c4c(C)n[nH]c4n3)cc2)c1	1.3	136213259.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4(F)F)c4cn[nH]c4n3)cc2)c1	2.9	136213247.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4)c4cn[nH]c4n3)cc2)c1	1.5	136213232.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4F)c4c(C)n[nH]c4n3)cc2)c1	1.9	136213282.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CNC4)c4cn[nH]c4n3)cc2)c1	2.8	136213201.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(C)C)c4c(N)n[nH]c4n3)cc2)c1	9.1	86268784.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(CO)CO)c4c(C)n[nH]c4n3)cc2)c1	2.3	136213336.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(F)(F)CN)c4c(C)n[nH]c4n3)cc2)c1	2.7	136213332.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(F)(F)F)c4c(N)n[nH]c4n3)cc2)c1	3.0	136213205.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4(CN)COC4)c4cn[nH]c4n3)cc2)c1	0.51	136213237.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4CNCCO4)c4c(C)n[nH]c4n3)cc2)c1	2.6	136213276.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4CNCCO4)c4cn[nH]c4n3)cc2)c1	2.8	136213288.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OCCCN)c4cn[nH]c4n3)cc2)c1	1.5	136213224.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(OCCCO)c4c(C)n[nH]c4n3)cc2)c1	2.8	136213345.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(O[C@H]4CC[C@H](O)CC4)c4c(C)n[nH]c4n3)cc2)c1	85.75	118720599.0
COc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3ncc4c(N)n[nH]c4n3)cc2)c1	0.51	86269607.0
COc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N(C3CC[C@@H](O)C3)C2=O)cc1	125000.0	44409932.0
COc1ccc(N2Cc3cnc(Nc4ccccc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1	125000.0	9910609.0
COc1ccc(NC(=O)Cc2nc(-c3ccc([N+](=O)[O-])cc3)cs2)cc1	60000.0	2958682.0
COc1ccc(Oc2nc(-c3ccc(NS(=O)(=O)c4cc(C)ccc4C#N)cc3)cc3[nH]nc(C)c23)cn1	17.0	136213543.0
COc1ccc(Oc2nc(-c3ccc(NS(=O)(=O)c4cc(C)ccc4F)cc3)cc3[nH]nc(C)c23)cn1	37.0	136213545.0
COc1ccc(Oc2nc(-c3ccc(NS(=O)(=O)c4cc(Cl)ccc4Cl)cc3)cc3[nH]nc(C)c23)cn1	66.0	136213514.0
COc1ccc(Oc2nc(-c3ccc(NS(=O)(=O)c4cc(Cl)ccc4F)cc3)cc3[nH]nc(C)c23)cn1	23.0	136213525.0
COc1ccc(Oc2nc(-c3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3)cc3[nH]nc(C)c23)cn1	37.0	136213513.0
COc1ccc(Oc2nc(-c3ccc(NS(=O)(=O)c4ccccc4F)cc3)cc3[nH]nc(C)c23)cn1	37.0	136213515.0
COc1ccccc1CNc1ncc(C(=O)NCCCN2CCCC2=O)c(NC2CCCC2)n1	30000.0	70789756.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(C)ccc3C#N)cc2)nc2[nH]nc(N)c12	1.5	136213169.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(C)ccc3C#N)cc2)nc2[nH]ncc12	12.0	136213157.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(C)ccc3F)cc2)nc2[nH]ncc12	9.75	118720600.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(Cl)cc(F)c3F)cc2)nc2[nH]ncc12	350.0	136213191.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(Cl)ccc3C#N)cc2)nc2[nH]nc(N)c12	1.5	86269395.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(Cl)ccc3C#N)cc2)nc2[nH]ncc12	44.0	136213159.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(Cl)ccc3Cl)cc2)nc2[nH]nc(N)c12	1.5	136213172.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(Cl)ccc3Cl)cc2)nc2[nH]ncc12	82.0	136213160.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(Cl)ccc3F)cc2)nc2[nH]nc(N)c12	1.5	78325028.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(Cl)ccc3F)cc2)nc2[nH]ncc12	41.0	136213158.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(F)c(F)cc3Cl)cc2)nc2[nH]ncc12	2100.0	136213194.0
COc1nc(-c2ccc(NS(=O)(=O)c3cc(F)c(F)cc3F)cc2)nc2[nH]ncc12	2200.0	136213192.0
COc1nc(-c2ccc(NS(=O)(=O)c3cccc(Cl)c3C#N)cc2)nc2[nH]ncc12	2100.0	136213190.0
COc1nc(-c2ccc(NS(=O)(=O)c3cccc(Cl)c3F)cc2)nc2[nH]ncc12	23000.0	136213193.0
C[C@@H]1CCC(N2CC[C@]3(CN(C(=O)c4cc5ccc(F)cc5[nH]4)c4ccccc43)C2)CN1	30000.0	57395117.0
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12	10000.0	9926791.0
C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C	100000.0	145704650.0
C[C@@H]1C[C@H]2CN1CCn1[nH]c3c(cccc3c1=O)-c1nc3c(cccc3[nH]c1=O)O2	1000.0	16046126.0
Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F	10000.0	59604787.0
Cc1cc(/C=C/CCN2CCCC3(CCNCC3)C2)ccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C	10.0	124201803.0
Cc1cc(C#N)cc(S(=O)(=O)Nc2ccc(-c3ncc4c(N)n[nH]c4n3)cc2)c1	140.0	136213381.0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1	30000.0	156422.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OC4CC(C)(C)N(C)C(C)(C)C4)n3)cc2)c1	5.4	136213536.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OC4CC(C)(C)NC(C)(C)C4)n3)cc2)c1	4.0	136213538.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OC4CCN(C5CC5)CC4)n3)cc2)c1	1.3	136213479.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccc(N)nc4)n3)cc2)c1	2.6	136213576.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccc(O)nc4)n3)cc2)c1	4.0	136213495.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccnc(O)c4)n3)cc2)c1	2.9	136213548.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4cn3)cc2)c1	7.8	90421600.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(N)c4c(C(F)(F)F)n3)cc2)c1	1.7	136213462.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(N)c4cn3)cc2)c1	4.1	90421641.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cnc4c(C)n[nH]c4n3)cc2)c1	3.0	71537834.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3cnc4c(N)n[nH]c4n3)cc2)c1	32.0	71537837.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(C)c4c(N)n[nH]c4n3)cc2)c1	1.5	136213394.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(C4CC4)c4cn[nH]c4n3)cc2)c1	4.1	136213165.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(C4CCC(O)C4)c4c(C)n[nH]c4n3)cc2)c1	2.0	136213122.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(CCCCl)c4cn[nH]c4n3)cc2)c1	47.0	136213166.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(NC4CCC(O)CC4)c4c(C)n[nH]c4n3)cc2)c1	1.7	136213123.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(NC4CCCC(O)C4)c4c(C)n[nH]c4n3)cc2)c1	1.4	136213124.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(NCC(F)(F)F)c4c(C)n[nH]c4n3)cc2)c1	5.7	136213342.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCC(O)CC4)c4c(C)n[nH]c4n3)cc2)c1	1.5	136213121.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCC(O)CC4)c4cn[nH]c4n3)cc2)c1	1.5	90421129.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCCNC4)c4c(C)n[nH]c4n3)cc2)c1	3.7	136213298.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(C(C)C)CC4)c4c(C)n[nH]c4n3)cc2)c1	4.9	136213318.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(C)CC4)c4cn[nH]c4n3)cc2)c1	4.5	136213292.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(CC(F)(F)F)CC4)c4c(C)n[nH]c4n3)cc2)c1	87.0	136213353.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(CCF)CC4)c4c(C)n[nH]c4n3)cc2)c1	4.05	136213313.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4(F)F)c4c(C)n[nH]c4n3)cc2)c1	1.3	136213262.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4(F)F)c4cn[nH]c4n3)cc2)c1	4.1	136213251.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4)c4cn[nH]c4n3)cc2)c1	2.5	136213231.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCNCC4F)c4c(C)n[nH]c4n3)cc2)c1	1.1	136213281.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CNC4)c4cn[nH]c4n3)cc2)c1	3.4	136213198.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OC4C[C@@H](O)C[C@@H](O)C4)c4cn[nH]c4n3)cc2)c1	1.5	136213145.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(C)C)c4c(N)n[nH]c4n3)cc2)c1	14.0	136213307.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(CO)CO)c4c(C)n[nH]c4n3)cc2)c1	3.9	136213338.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCC(F)(F)F)c4c(N)n[nH]c4n3)cc2)c1	2.0	86269606.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4(CN)COC4)c4cn[nH]c4n3)cc2)c1	16.0	136213240.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4CNC(=O)C4)c4cn[nH]c4n3)cc2)c1	2.0	136213149.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4CNC4)c4cn[nH]c4n3)cc2)c1	1.5	136213176.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4CNCCO4)c4c(C)n[nH]c4n3)cc2)c1	3.2	136213274.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4CNCCO4)c4cn[nH]c4n3)cc2)c1	7.9	136213293.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCC4O[C@H](O)[C@H](O)[C@@H](O)[C@@H]4O)c4cn[nH]c4n3)cc2)c1	24.0	136213148.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCCC(N)=O)c4cn[nH]c4n3)cc2)c1	2.5	136213143.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCCCN)c4c(C)n[nH]c4n3)cc2)c1	6.4	136213219.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3nc(OCCCO)c4c(C)n[nH]c4n3)cc2)c1	12.0	136213346.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3ncc4c(C)n[nH]c4n3)cc2)c1	2400.0	136213118.0
Cc1ccc(C#N)c(S(=O)(=O)Nc2ccc(-c3ncc4c(N)n[nH]c4n3)cc2)c1	1.6	136213380.0
Cc1ccc(C#N)cc1S(=O)(=O)Nc1ccc(-c2cc3[nH]ncc3cn2)cc1	1400.0	90421293.0
Cc1ccc(C#N)cc1S(=O)(=O)Nc1ccc(-c2ccc3c(N)n[nH]c3c2)cc1	1008.0	118721261.0
Cc1ccc(C#N)cc1S(=O)(=O)Nc1ccc(-c2nc(C)c3c(N)n[nH]c3n2)cc1	32.0	136213399.0
Cc1ccc(C#N)cc1S(=O)(=O)Nc1ccc(-c2nc(C)c3cn[nH]c3n2)cc1	65.0	136213418.0
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1	33000.0	24856363.0
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(=O)n(CC3CC3)nnc2c1	32000.0	44580532.0
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(C3CCNCC3)noc2c1	33000.0	9864418.0
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2ccncc2c1	33000.0	44580649.0
Cc1ccc(C(=O)Nc2cccc(N3CCOCC3)c2)cc1-c1ccc2c(C3CCNCC3)noc2c1	33000.0	9983303.0
Cc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OC4CC(C)(C)NC(C)(C)C4)n3)cc2)c1	3.9	136213539.0
Cc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(C4CC4)c4cn[nH]c4n3)cc2)c1	1.2	136213162.0
Cc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(C)CC4)c4cn[nH]c4n3)cc2)c1	4.5	136213269.0
Cc1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3nc(OC4CCN(CC(F)(F)F)CC4)c4c(C)n[nH]c4n3)cc2)c1	240.0	136213350.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OC4CC(C)(C)N(C)C(C)(C)C4)n3)cc2)c1	4.1	136213522.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OCC4CN(C(C)C)C4)n3)cc2)c1	0.5	136213482.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(OCCC(=O)N(C)C)n3)cc2)c1	11.0	136213577.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccc(N(C)C)nc4)n3)cc2)c1	29.0	136213584.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccc(N)nc4)n3)cc2)c1	3.0	136213574.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccc(O)nc4)n3)cc2)c1	2.1	136213493.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(C)c4c(Oc4ccnc(O)c4)n3)cc2)c1	1.9	136213547.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cc4[nH]nc(N)c4c(C(F)(F)F)n3)cc2)c1	2.7	136213473.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cnc4c(C)n[nH]c4n3)cc2)c1	2.0	71537835.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3cnc4c(N)n[nH]c4n3)cc2)c1	20.5	71537839.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(C)c4c(N)n[nH]c4n3)cc2)c1	1.5	136213398.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(C4CC4)c4c(N)n[nH]c4n3)cc2)c1	1.5	136213411.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(C4CC4)c4cn[nH]c4n3)cc2)c1	78.25	118720601.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(N4CC(CO)C4)c4cn[nH]c4n3)cc2)c1	16.0	136213134.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(NCC(F)(F)F)c4c(C)n[nH]c4n3)cc2)c1	4.6	136213341.0
Cc1ccc(F)c(S(=O)(=O)Nc2ccc(-c3nc(O)c4cn[nH]c4n3)cc2)c1	25.0	136213133.0
